sub_id,fast_or_slow,med_rt,trial_type,selected_item,looked_at_item,timepoint,nr_trials,nr_trials_used_for_likelihood,mean_fix_likelihood
1.0,fast,1854.46559727,2.0,alcohol,alcohol,207.0,1.0,1.0,1.0
1.0,fast,1854.46559727,2.0,alcohol,cigarette,207.0,1.0,0.0,0.0
1.0,fast,1854.46559727,2.0,alcohol,neutral,207.0,1.0,0.0,0.0
2.0,fast,845.612114195,2.0,alcohol,alcohol,207.0,1.0,1.0,1.0
2.0,fast,845.612114195,2.0,alcohol,cigarette,207.0,1.0,0.0,0.0
2.0,fast,845.612114195,2.0,alcohol,neutral,207.0,1.0,0.0,0.0
3.0,fast,1074.35097216,2.0,alcohol,alcohol,207.0,4.0,2.0,0.5
3.0,fast,1074.35097216,2.0,alcohol,cigarette,207.0,4.0,0.0,0.0
3.0,fast,1074.35097216,2.0,alcohol,neutral,207.0,4.0,2.0,0.5
4.0,fast,,2.0,alcohol,alcohol,207.0,0.0,0.0,
4.0,fast,,2.0,alcohol,cigarette,207.0,0.0,0.0,
4.0,fast,,2.0,alcohol,neutral,207.0,0.0,0.0,
5.0,fast,1005.9985272,2.0,alcohol,alcohol,207.0,8.0,7.0,0.875
5.0,fast,1005.9985272,2.0,alcohol,cigarette,207.0,8.0,1.0,0.125
5.0,fast,1005.9985272,2.0,alcohol,neutral,207.0,8.0,0.0,0.0
6.0,fast,,2.0,alcohol,alcohol,207.0,0.0,0.0,
6.0,fast,,2.0,alcohol,cigarette,207.0,0.0,0.0,
6.0,fast,,2.0,alcohol,neutral,207.0,0.0,0.0,
7.0,fast,,2.0,alcohol,alcohol,207.0,0.0,0.0,
7.0,fast,,2.0,alcohol,cigarette,207.0,0.0,0.0,
7.0,fast,,2.0,alcohol,neutral,207.0,0.0,0.0,
8.0,fast,1004.55193126,2.0,alcohol,alcohol,207.0,7.0,7.0,1.0
8.0,fast,1004.55193126,2.0,alcohol,cigarette,207.0,7.0,0.0,0.0
8.0,fast,1004.55193126,2.0,alcohol,neutral,207.0,7.0,0.0,0.0
9.0,fast,996.606452894,2.0,alcohol,alcohol,207.0,2.0,1.0,0.5
9.0,fast,996.606452894,2.0,alcohol,cigarette,207.0,2.0,0.0,0.0
9.0,fast,996.606452894,2.0,alcohol,neutral,207.0,2.0,1.0,0.5
10.0,fast,,2.0,alcohol,alcohol,207.0,0.0,0.0,
10.0,fast,,2.0,alcohol,cigarette,207.0,0.0,0.0,
10.0,fast,,2.0,alcohol,neutral,207.0,0.0,0.0,
11.0,fast,1516.02265104,2.0,alcohol,alcohol,207.0,1.0,0.0,0.0
11.0,fast,1516.02265104,2.0,alcohol,cigarette,207.0,1.0,1.0,1.0
11.0,fast,1516.02265104,2.0,alcohol,neutral,207.0,1.0,0.0,0.0
12.0,fast,,2.0,alcohol,alcohol,207.0,0.0,0.0,
12.0,fast,,2.0,alcohol,cigarette,207.0,0.0,0.0,
12.0,fast,,2.0,alcohol,neutral,207.0,0.0,0.0,
13.0,fast,,2.0,alcohol,alcohol,207.0,0.0,0.0,
13.0,fast,,2.0,alcohol,cigarette,207.0,0.0,0.0,
13.0,fast,,2.0,alcohol,neutral,207.0,0.0,0.0,
14.0,fast,1712.02315397,2.0,alcohol,alcohol,207.0,5.0,2.0,0.4
14.0,fast,1712.02315397,2.0,alcohol,cigarette,207.0,5.0,2.0,0.4
14.0,fast,1712.02315397,2.0,alcohol,neutral,207.0,5.0,1.0,0.2
15.0,fast,,2.0,alcohol,alcohol,207.0,0.0,0.0,
